t_s,V_mps,alt_m,climb_mps,throttle,flap
166.900,32.29,99.3,0.00,0.00,1.00
167.000,31.57,99.3,-0.00,0.00,1.00
167.100,30.86,99.3,0.00,0.00,1.00
167.200,30.15,99.3,0.00,0.00,1.00
167.300,29.44,99.3,0.00,0.00,1.00
167.400,28.73,99.3,-0.00,0.00,1.00
167.500,28.03,99.2,-0.00,0.00,1.00
167.600,27.87,99.2,0.00,0.00,1.00
167.700,27.75,99.2,-0.00,0.00,1.00
167.800,27.63,99.2,-0.00,0.00,1.00
167.900,27.51,99.2,0.00,0.00,1.00
168.000,27.39,99.2,0.00,0.00,1.00
168.100,27.27,99.1,0.00,0.00,1.00
168.200,27.14,99.1,-0.00,0.00,1.00
168.300,27.02,99.1,-0.00,0.00,1.00
168.400,26.45,99.1,-0.00,0.00,1.00
168.500,25.74,99.1,-0.00,0.00,1.00
168.600,25.04,99.1,-0.00,0.00,1.00
168.700,24.33,99.0,-0.00,0.00,1.00
168.800,23.63,99.0,0.00,0.00,1.00
168.900,22.93,99.0,-0.00,0.00,1.00
169.000,22.23,99.0,-0.00,0.00,1.00
169.100,21.53,99.0,0.00,0.00,1.00
169.200,20.83,99.0,-0.00,0.00,1.00
169.300,20.14,99.0,-0.00,0.00,1.00
169.400,19.45,98.9,0.00,0.00,1.00
169.500,18.76,98.9,0.00,0.00,1.00
169.600,18.07,98.9,0.00,0.00,1.00
169.700,17.38,98.9,0.00,0.00,1.00
169.800,16.70,98.9,0.00,0.00,1.00
169.900,16.01,98.9,-0.00,0.00,1.00
170.000,15.33,98.9,0.00,0.00,1.00
170.100,14.65,98.9,0.00,0.00,1.00
170.200,13.97,98.8,0.00,0.00,1.00
170.300,13.29,98.8,0.00,0.00,1.00
170.400,12.62,98.8,0.00,0.00,1.00
170.500,11.94,98.8,0.00,0.00,1.00
170.600,11.27,98.8,0.00,0.00,1.00
170.700,10.60,98.8,0.00,0.00,1.00
170.800,9.92,98.8,-0.00,0.00,1.00
170.900,9.25,98.8,0.00,0.00,1.00
171.000,8.58,98.8,0.00,0.00,1.00
171.100,7.91,98.8,0.00,0.00,1.00
171.200,7.24,98.8,0.00,0.00,1.00
171.300,6.57,98.8,0.00,0.00,1.00
171.400,5.90,98.8,0.00,0.00,1.00
171.500,5.23,98.8,0.00,0.00,1.00
171.600,4.57,98.8,0.00,0.00,1.00
171.700,3.90,98.7,0.00,0.00,1.00
171.800,3.23,98.7,0.00,0.00,1.00
171.900,2.56,98.7,0.00,0.00,1.00
172.000,1.90,98.7,-0.00,0.00,1.00
172.100,1.23,98.7,0.00,0.00,1.00
172.200,0.56,98.7,-0.00,0.00,1.00
172.300,0.00,98.7,0.00,0.00,1.00
172.400,0.00,98.7,0.00,0.00,1.00
172.500,0.00,98.7,0.00,0.00,1.00
172.600,0.00,98.7,0.00,0.00,1.00
172.700,0.00,98.7,0.00,0.00,1.00
172.800,0.00,98.7,0.00,0.00,1.00
172.900,0.00,98.7,0.00,0.00,1.00
173.000,0.00,98.7,0.00,0.00,1.00
173.100,0.00,98.7,0.00,0.00,1.00
173.200,0.00,98.7,0.00,0.00,1.00
173.300,0.00,98.7,0.00,0.00,1.00
173.400,0.00,98.7,0.00,0.00,1.00
173.500,0.00,98.7,0.00,0.00,1.00
173.600,0.00,98.7,0.00,0.00,1.00
173.700,0.00,98.7,0.00,0.00,1.00
173.800,0.00,98.7,0.00,0.00,1.00
173.900,0.00,98.7,0.00,0.00,1.00
174.000,0.00,98.7,0.00,0.00,1.00
174.100,0.00,98.7,0.00,0.00,1.00
174.200,0.00,98.7,0.00,0.02,1.00
174.300,0.00,98.7,0.00,0.07,1.00
174.400,0.00,98.7,0.00,0.12,1.00
174.500,0.00,98.7,0.00,0.17,1.00
174.600,0.00,98.7,0.00,0.22,1.00
174.700,0.00,98.7,0.00,0.27,1.00
174.800,0.00,98.7,0.00,0.32,1.00
174.900,0.00,98.7,0.00,0.37,1.00
175.000,0.00,98.7,0.00,0.42,1.00
175.100,0.00,98.7,0.00,0.47,1.00
175.200,0.00,98.7,0.00,0.52,1.00
175.300,0.00,98.7,0.00,0.57,1.00
175.400,0.00,98.7,0.00,0.62,1.00
175.500,0.00,98.7,0.00,0.67,1.00
175.600,0.00,98.7,0.00,0.72,1.00
175.700,0.00,98.7,0.00,0.72,1.00
175.800,0.00,98.7,0.00,0.72,1.00
175.900,0.00,98.7,0.00,0.72,1.00
176.000,0.00,98.7,0.00,0.72,1.00
176.100,0.00,98.7,0.00,0.72,1.00
176.200,0.00,98.7,0.00,0.67,1.00
176.300,0.00,98.7,0.00,0.62,1.00
176.400,0.00,98.7,0.00,0.57,1.00
176.500,0.00,98.7,0.00,0.52,1.00
176.600,0.00,98.7,0.00,0.47,1.00
176.700,0.00,98.7,0.00,0.42,1.00
176.800,0.00,98.7,0.00,0.37,1.00
176.900,0.00,98.7,0.00,0.32,1.00
177.000,0.00,98.7,0.00,0.27,1.00
177.100,0.00,98.7,0.00,0.22,1.00
177.200,0.00,98.7,0.00,0.17,1.00
177.300,0.00,98.7,0.00,0.12,1.00
177.400,0.00,98.7,0.00,0.08,1.00
177.500,0.00,98.7,0.00,0.02,1.00
177.600,0.00,98.7,0.00,0.00,1.00
177.700,0.00,98.7,0.00,0.00,1.00
177.800,0.00,98.7,0.00,0.00,1.00
177.900,0.00,98.7,0.00,0.00,1.00
178.000,0.00,98.7,0.00,0.00,1.00
178.100,0.00,98.7,0.00,0.00,1.00
178.200,0.00,98.7,0.00,0.00,1.00
178.300,0.00,98.7,0.00,0.00,1.00
178.400,0.00,98.7,0.00,0.00,1.00
178.500,0.00,98.7,0.00,0.00,1.00
178.600,0.00,98.7,0.00,0.00,1.00
178.700,0.00,98.7,0.00,0.00,1.00
178.800,0.00,98.7,0.00,0.00,1.00
178.900,0.00,98.7,0.00,0.00,1.00
179.000,0.00,98.7,0.00,0.00,1.00
179.100,0.00,98.7,0.00,0.00,1.00
179.200,0.00,98.7,0.00,0.00,1.00
179.300,0.00,98.7,0.00,0.00,1.00
179.400,0.00,98.7,0.00,0.00,1.00
179.500,0.00,98.7,0.00,0.00,1.00
179.600,0.00,98.7,0.00,0.00,1.00
179.700,0.00,98.7,0.00,0.00,1.00
179.800,0.00,98.7,0.00,0.00,1.00
179.900,0.00,98.7,0.00,0.00,1.00
180.000,0.00,98.7,0.00,0.00,1.00
180.100,0.00,98.7,0.00,0.00,1.00
180.200,0.00,98.7,0.00,0.00,1.00
180.300,0.00,98.7,0.00,0.00,1.00
180.400,0.00,98.7,0.00,0.00,1.00
180.500,0.00,98.7,0.00,0.00,1.00
180.600,0.00,98.7,0.00,0.00,1.00
180.700,0.00,98.7,0.00,0.00,1.00
180.800,0.00,98.7,0.00,0.00,1.00
180.900,0.00,98.7,0.00,0.00,1.00
181.000,0.00,98.7,0.00,0.00,1.00
181.100,0.00,98.7,0.00,0.00,1.00
181.200,0.00,98.7,0.00,0.00,1.00
181.300,0.00,98.7,0.00,0.00,1.00
181.400,0.00,98.7,0.00,0.00,1.00
181.500,0.00,98.7,0.00,0.00,1.00
181.600,0.00,98.7,0.00,0.00,1.00
181.700,0.00,98.7,0.00,0.00,1.00
181.800,0.00,98.7,0.00,0.00,1.00
181.900,0.00,98.7,0.00,0.00,1.00
182.000,0.00,98.7,0.00,0.00,1.00
182.100,0.00,98.7,0.00,0.00,1.00
182.200,0.00,98.7,0.00,0.00,1.00
182.300,0.00,98.7,0.00,0.00,1.00
182.400,0.00,98.7,0.00,0.00,1.00
182.500,0.00,98.7,0.00,0.00,1.00
182.600,0.00,98.7,0.00,0.00,1.00
182.700,0.00,98.7,0.00,0.00,1.00
182.800,0.00,98.7,0.00,0.00,1.00
182.900,0.00,98.7,0.00,0.00,1.00
183.000,0.00,98.7,0.00,0.00,1.00
183.100,0.00,98.7,0.00,0.00,1.00
183.200,0.00,98.7,0.00,0.00,1.00
183.300,0.00,98.7,0.00,0.00,1.00
183.400,0.00,98.7,0.00,0.00,1.00
183.500,0.00,98.7,0.00,0.00,1.00
